YSK4,ZKB3,CDC4,OVU3,GIB11,SAC4,URA11,OYC11,QJB3,UKK11,VYE4,EVH4,YTH11,URF3,ILC4,ZDN4,BIG11,MCA4,RRZ4,KEQ11,RZC4,HLD11,FUP4,JLI4,DJI3,BCM4,EZN11,HAC3,KQQ3,PFZ4,FCW3,XDA3,TFJ4,NFW3,JYH3,FMT3,LPL3,BSH4,ZUG11,CWF3,VJH4,GVV3,FJE11,QQC11,XMU4,CGD4,UDS3,LPI4,KWQ3,FAF4
780.62,766.1,682.04,624.27,304.13,927.24,822.86,2824.86,1592.5,3594.51,3119.49,10243.58,268.89,216.48,959.64,292.81,780.36,324.31,464.9,128.07,1946.35,160.2,546.64,372.51,899.0,1065.96,279.78,41589.78,288.5,1732.66,339.08,564.67,119.59,357.14,9409.59,54261.62,1108.81,423.66,1768.19,6402.98,405.12,123.83,7320.66,1264.26,332.46,740.21,215.96,799.93,473.52,764.69
767.95,767.1,679.0,620.65,302.99,927.76,820.94,2790.75,1585.7,3553.68,3136.6,10293.99,271.2,214.5,941.42,296.97,780.52,325.44,466.2,131.66,1953.88,159.3,546.52,365.06,890.65,1067.47,275.09,41213.81,285.11,1731.94,341.31,556.95,118.47,358.57,9461.16,54467.96,1122.94,424.03,1774.6,6486.55,395.26,123.79,7238.71,1244.95,336.01,745.78,219.52,800.32,474.81,764.16
761.26,761.21,679.21,619.88,298.15,939.87,820.16,2783.87,1581.21,3515.03,3120.37,10243.06,272.19,216.64,941.16,297.88,774.85,325.79,461.74,130.59,1934.04,159.05,548.04,363.72,884.72,1056.28,273.32,41273.75,287.76,1713.26,347.42,544.13,118.6,360.65,9386.5,55230.66,1114.08,426.42,1765.25,6607.51,387.38,124.34,7213.21,1231.25,338.47,749.28,219.56,803.34,476.31,776.54
757.58,768.32,687.33,620.96,298.7,939.18,822.13,2814.27,1575.66,3514.87,3162.84,10113.45,271.5,215.07,960.58,296.95,777.26,328.99,463.99,128.87,1931.85,160.7,547.22,366.22,881.91,1060.39,271.82,41841.0,288.79,1728.09,344.89,546.49,119.78,359.76,9440.85,54207.54,1089.12,423.29,1769.92,6494.26,383.04,122.04,7325.65,1222.87,342.56,752.24,219.79,807.33,479.65,766.6
749.88,774.58,684.99,632.29,299.78,931.11,806.81,2835.57,1596.38,3577.52,3181.84,10176.53,273.66,217.7,971.81,299.9,778.93,330.6,469.55,129.56,1941.81,158.68,542.14,364.69,894.28,1058.08,273.45,42114.34,284.93,1745.28,347.34,544.41,118.72,360.14,9620.4,54871.26,1091.23,424.66,1754.49,6424.77,389.31,120.98,7239.3,1252.93,344.63,755.64,221.65,807.63,484.33,770.0
755.61,780.15,687.72,629.04,300.2,924.39,786.37,2877.6,1609.31,3572.8,3171.96,10117.41,270.43,220.94,973.82,303.04,784.92,332.48,470.06,128.66,1954.62,156.14,545.07,361.5,900.27,1078.72,270.48,42132.34,285.12,1732.67,351.25,544.99,121.1,363.09,9730.55,55853.41,1103.26,427.48,1785.04,6436.91,389.92,119.43,7234.43,1260.74,343.73,748.43,223.12,797.43,480.44,767.99
748.42,781.5,688.41,630.33,295.88,903.16,799.95,2890.91,1610.19,3585.32,3200.48,9976.01,276.82,214.89,963.1,302.73,774.76,334.82,470.94,129.21,1913.26,156.85,550.69,362.5,907.19,1065.88,270.78,41642.12,287.1,1736.03,352.22,553.36,119.06,359.54,9710.94,56019.3,1122.26,436.43,1795.56,6348.24,394.8,120.29,7155.04,1256.43,346.44,754.9,220.31,789.42,472.4,774.94
747.38,777.92,688.4,633.49,292.49,894.66,795.15,2881.87,1572.86,3627.39,3215.53,9882.07,278.36,214.39,966.14,302.14,763.7,330.09,465.9,126.9,1881.73,157.47,541.42,365.31,907.06,1073.19,265.73,42712.29,280.81,1718.48,355.36,543.99,119.17,361.18,9814.74,55376.14,1128.24,436.91,1782.15,6224.48,393.79,120.09,7128.74,1277.5,345.17,752.62,221.3,793.75,469.5,782.44
742.4,772.83,678.26,634.08,295.21,901.63,787.5,2854.51,1564.25,3547.97,3257.29,9845.73,273.74,211.57,992.01,307.3,761.13,327.91,471.24,126.81,1906.74,157.25,538.41,358.46,906.07,1060.64,264.03,42825.41,277.52,1696.3,358.3,545.03,119.38,363.93,9825.88,54576.32,1126.87,439.82,1803.5,6179.37,393.68,119.29,7145.68,1276.33,345.74,757.32,223.68,786.85,471.46,780.01
749.81,781.07,673.4,629.28,295.19,893.44,800.16,2802.13,1533.36,3551.42,3289.44,9800.9,272.32,214.33,996.01,310.45,761.6,331.95,471.96,125.64,1891.82,156.9,545.79,357.15,916.82,1061.86,265.67,42930.99,277.98,1699.4,353.89,546.65,119.84,367.35,9701.25,54790.42,1124.51,444.39,1790.51,6146.91,393.68,120.1,7106.95,1267.74,350.49,769.2,223.76,799.41,469.68,784.3
746.9,784.29,676.53,630.69,293.97,888.5,790.47,2775.47,1532.41,3638.06,3314.02,9723.26,271.23,213.74,990.0,310.62,771.11,335.83,471.65,124.64,1909.96,159.81,549.07,347.01,924.07,1065.13,263.8,42357.06,283.21,1703.02,351.47,537.38,119.17,369.8,9601.09,53598.73,1114.94,449.37,1820.11,6151.43,398.17,121.36,7024.86,1254.18,349.5,766.21,220.06,800.87,465.15,770.68
743.53,770.59,677.67,629.03,298.03,882.15,786.32,2821.19,1513.71,3660.96,3315.8,9643.64,268.05,212.27,997.19,310.17,768.32,333.3,472.59,125.52,1906.83,158.57,547.01,350.39,915.49,1052.31,262.42,42176.9,285.16,1708.5,351.36,540.38,120.8,369.83,9690.49,54274.57,1114.38,448.61,1819.32,6165.51,393.03,120.66,7038.92,1242.13,350.87,776.68,220.43,793.48,468.94,760.94
745.06,757.47,678.84,627.81,296.52,893.58,788.73,2828.85,1536.76,3619.39,3335.5,9586.27,264.84,213.19,999.93,308.35,785.98,333.0,459.61,126.7,1907.51,157.27,539.5,344.69,909.94,1054.6,262.43,43148.6,286.6,1717.86,353.6,541.23,122.09,373.01,9714.4,53328.24,1122.59,452.3,1826.47,6137.51,392.41,118.21,7095.94,1252.87,347.29,771.6,221.3,795.45,469.6,764.14
735.55,769.38,678.77,628.1,293.17,902.78,776.37,2867.57,1543.8,3651.02,3342.35,9700.81,266.78,211.75,1000.6,307.28,793.0,332.48,462.63,124.44,1898.02,155.77,532.13,335.08,921.82,1039.54,270.84,42547.13,283.71,1737.4,354.68,530.54,121.67,374.19,9872.08,53409.05,1135.56,454.34,1832.7,6139.66,396.29,119.67,7099.41,1243.43,348.42,783.13,224.69,780.61,459.53,762.01
744.33,772.96,676.19,631.89,290.71,891.53,764.54,2859.81,1530.18,3645.66,3375.0,9946.03,268.93,210.1,1004.68,305.48,794.72,327.62,459.95,125.39,1877.43,156.82,528.9,340.47,925.15,1015.65,271.14,42047.74,279.95,1734.83,349.5,533.24,123.47,373.77,9964.09,53037.13,1152.82,452.97,1857.79,6127.09,399.78,118.58,7064.26,1237.85,344.87,787.37,227.28,788.19,460.17,764.24
742.44,785.35,674.57,633.63,293.34,884.99,765.81,2838.64,1543.08,3645.86,3375.64,9922.62,268.71,208.9,1016.15,308.95,789.17,329.85,473.77,124.7,1898.05,156.24,522.53,339.93,927.7,1016.09,272.1,41470.95,279.39,1710.41,351.23,526.09,122.81,373.35,9888.54,52830.32,1159.58,451.37,1885.38,6048.92,397.26,116.56,7038.38,1237.12,342.89,799.38,230.08,797.4,453.75,762.18
743.73,777.27,673.88,636.72,292.54,882.66,763.95,2839.12,1530.6,3633.61,3395.81,9749.33,270.18,209.62,1003.59,308.64,794.24,328.13,471.66,123.82,1900.84,158.71,516.41,335.35,916.73,1017.73,272.11,41664.73,278.92,1694.79,350.49,528.04,122.92,369.35,10004.8,52480.0,1174.6,445.32,1882.18,6108.9,401.83,115.64,6988.06,1237.95,338.46,787.45,226.85,796.21,456.89,768.29
736.42,778.51,675.06,645.59,289.21,897.36,772.83,2822.43,1529.85,3615.42,3435.01,9702.96,269.1,209.46,1005.14,307.9,798.83,331.4,469.1,122.99,1889.9,162.13,515.57,336.57,923.74,1016.87,273.75,41849.3,276.45,1693.33,346.46,532.35,123.23,369.93,9996.51,52755.79,1180.99,446.52,1870.7,6095.68,402.23,115.85,7131.32,1240.3,335.2,781.68,225.36,798.42,458.08,759.85
727.31,780.45,663.58,648.96,291.37,891.07,776.73,2822.16,1550.2,3606.21,3432.03,9763.55,270.81,209.8,1010.56,305.27,800.87,329.88,476.5,123.77,1897.47,161.62,512.19,332.17,916.55,1015.25,273.72,42119.01,277.84,1704.44,343.87,528.46,122.19,370.96,10021.86,52054.05,1174.01,442.65,1882.21,6167.0,402.52,116.41,7156.91,1255.32,330.58,800.79,228.26,804.32,459.24,752.35
737.53,770.11,650.72,651.99,292.82,893.61,782.39,2804.73,1575.79,3619.14,3399.09,9727.85,268.4,211.84,1012.19,304.34,795.29,333.17,471.63,123.46,1878.06,159.8,504.1,331.53,919.42,1017.35,269.33,42357.58,277.96,1721.23,339.74,520.59,123.44,369.92,10130.82,51902.12,1178.61,444.14,1856.8,6263.58,400.8,116.71,7155.84,1274.61,329.56,804.11,226.7,806.28,463.03,741.66
742.31,770.48,647.55,656.99,298.18,882.6,782.39,2788.88,1577.83,3616.72,3355.93,9824.37,263.24,213.48,1001.95,302.92,796.55,336.64,477.12,122.56,1872.26,157.88,507.57,334.64,917.77,1017.14,266.12,42540.85,280.73,1725.3,346.85,525.57,125.86,371.99,10291.82,52704.84,1184.21,447.06,1877.8,6211.73,401.07,119.26,7102.19,1270.46,329.69,811.22,222.29,809.55,454.92,731.36
747.79,767.18,629.8,657.81,302.94,885.57,779.37,2783.25,1571.89,3638.01,3345.46,9756.73,261.23,212.03,1017.98,300.84,786.18,333.34,477.15,122.34,1895.33,158.65,499.99,334.17,905.81,1017.22,267.17,42834.93,278.07,1723.23,348.32,526.37,122.8,370.16,10297.95,52399.33,1168.1,446.09,1875.27,6289.85,399.47,120.93,7042.87,1270.94,325.85,816.79,221.07,807.99,457.81,721.99
746.4,765.53,623.19,650.91,307.27,904.02,776.45,2780.55,1586.73,3627.58,3289.24,9649.22,265.65,211.71,1003.04,300.3,791.98,330.88,475.72,122.67,1884.47,157.92,500.07,337.12,905.65,1018.07,264.76,42894.19,282.55,1746.42,347.23,525.62,120.76,375.49,10436.63,51775.05,1174.76,446.31,1888.36,6348.47,394.28,121.16,7066.47,1255.3,331.12,814.41,222.33,798.03,459.55,713.59
753.42,759.1,620.5,651.44,305.63,904.08,764.42,2792.68,1601.6,3589.18,3277.72,9699.56,265.54,213.9,1013.33,302.48,784.9,328.32,477.49,123.44,1873.59,157.2,498.59,340.17,922.55,1029.92,264.51,42963.71,280.15,1716.41,351.63,527.07,119.49,376.49,10532.05,52215.47,1179.61,442.86,1872.19,6457.67,392.29,121.6,7112.71,1269.78,335.63,809.82,223.13,801.76,463.36,705.44
751.29,752.28,626.37,651.65,299.1,897.19,763.27,2778.47,1629.62,3582.4,3259.31,9779.18,267.83,209.59,1012.61,299.77,782.18,330.31,482.78,124.47,1896.83,156.71,499.24,339.76,921.97,1035.8,266.32,42470.91,276.06,1737.17,353.25,528.81,120.42,383.81,10481.04,51782.59,1188.19,440.43,1853.48,6462.81,389.6,120.44,7210.93,1261.46,337.07,796.8,221.92,818.05,463.07,703.34
747.25,759.77,633.57,652.31,297.86,895.58,769.69,2765.16,1616.28,3608.31,3276.46,9684.36,267.53,211.64,1003.02,303.05,784.37,334.26,481.53,125.48,1881.62,159.93,504.18,335.48,922.2,1035.51,265.71,43079.5,280.48,1724.84,351.03,525.98,120.08,384.64,10344.26,52308.69,1179.78,442.46,1847.46,6439.68,384.74,122.38,7235.05,1268.39,340.8,786.67,223.11,823.14,462.89,694.91
736.47,752.55,636.34,647.05,297.03,902.51,779.29,2752.6,1618.97,3573.89,3284.22,9691.16,272.38,213.25,1030.5,304.18,783.46,327.86,479.57,124.31,1884.05,161.25,497.63,342.62,926.38,1027.41,262.76,42542.45,277.76,1729.94,349.14,528.42,120.42,384.16,10365.25,52463.25,1183.05,447.83,1850.01,6485.68,384.75,122.53,7213.27,1266.34,342.6,774.37,223.17,819.13,468.59,708.07
735.03,757.16,632.86,646.06,294.05,898.81,777.55,2750.2,1628.06,3557.43,3304.06,9479.14,272.21,214.23,1029.13,302.63,777.92,332.39,482.49,122.38,1876.49,162.79,498.78,343.25,926.09,1014.44,260.88,42475.6,278.03,1711.17,348.95,530.57,121.31,386.72,10415.49,53252.24,1179.65,446.27,1854.32,6506.76,387.36,123.98,7217.99,1291.46,343.11,775.68,222.14,825.72,464.64,703.57
744.17,756.0,635.34,651.55,298.23,901.85,770.19,2742.06,1630.07,3510.08,3348.3,9372.88,275.89,212.35,1027.14,302.71,762.49,339.24,481.87,121.19,1883.93,162.84,501.91,347.11,939.91,1016.61,258.7,43067.85,274.82,1740.68,348.86,535.87,121.02,388.21,10253.11,53150.14,1185.21,444.89,1884.08,6556.71,379.79,123.79,7153.32,1294.33,347.86,778.11,222.32,819.17,461.46,696.83
747.91,761.2,626.81,660.87,298.98,902.87,769.39,2752.71,1642.04,3509.78,3348.69,9388.87,277.31,212.31,1034.84,303.47,759.11,339.43,484.4,122.43,1894.1,164.48,499.26,344.54,944.55,1014.24,259.55,43340.29,272.62,1737.08,348.32,531.62,121.31,391.78,10244.39,52766.07,1177.69,439.18,1893.58,6559.25,385.06,123.13,7278.64,1296.63,347.52,781.09,222.8,815.31,457.65,705.9
742.42,760.32,626.9,661.6,294.61,887.83,772.72,2727.49,1654.26,3501.26,3397.86,9276.24,274.61,210.2,1029.89,308.19,766.86,335.45,476.34,123.72,1883.1,164.51,497.41,344.43,936.61,1040.12,260.94,43525.07,270.71,1748.4,351.84,535.72,120.03,391.09,10193.53,54223.8,1181.24,443.31,1916.03,6480.53,385.07,120.47,7134.65,1284.54,351.84,774.81,225.36,817.84,464.29,701.1
732.17,758.54,626.87,652.71,296.38,887.0,770.12,2715.71,1657.33,3489.11,3400.76,9253.15,270.95,210.04,1006.34,302.59,772.59,329.73,479.74,123.9,1886.29,165.59,507.25,339.7,925.79,1040.42,258.56,44434.62,273.09,1734.44,351.97,532.4,120.5,390.79,10223.43,53595.02,1165.63,446.82,1967.25,6479.74,385.2,121.79,7155.7,1267.38,348.69,764.53,226.82,827.6,459.85,688.33
734.36,754.98,625.14,649.43,299.65,890.06,780.29,2740.3,1682.73,3544.82,3451.12,9131.62,270.06,211.63,1010.17,300.61,772.32,329.3,478.43,126.35,1882.63,163.83,507.66,345.51,920.37,1012.78,258.99,44003.22,269.43,1754.41,352.37,523.65,119.47,389.57,10301.86,53202.87,1170.24,454.54,1941.89,6525.74,387.54,121.99,7171.68,1263.9,348.14,763.21,220.45,816.93,464.14,684.56
737.39,765.67,619.03,648.22,302.37,901.15,777.7,2738.62,1673.65,3529.79,3411.08,9067.47,271.02,213.67,1003.17,300.78,775.45,324.86,486.76,125.12,1877.89,163.2,497.83,350.23,927.3,1007.59,263.97,43775.28,266.82,1741.89,353.34,518.86,118.71,390.14,10336.11,53365.25,1171.74,456.18,1906.09,6537.3,388.28,123.01,7159.22,1265.62,350.09,756.82,223.06,800.05,466.62,693.51
752.37,769.14,616.54,638.05,299.31,908.09,779.08,2762.75,1662.82,3562.82,3390.26,9135.45,270.41,215.57,987.04,303.34,768.73,324.4,483.49,126.27,1863.0,163.69,500.94,349.02,942.54,1002.3,267.24,43822.63,265.15,1763.25,347.81,517.95,118.88,395.62,10072.71,52101.32,1178.45,458.16,1897.42,6487.28,396.59,120.77,7112.01,1284.67,347.26,747.58,224.53,806.92,474.91,688.31
762.62,762.18,608.88,636.75,297.29,905.06,785.13,2758.47,1665.67,3580.3,3394.91,9088.18,270.77,214.57,990.34,305.73,771.05,325.85,475.94,125.61,1880.93,163.81,502.69,341.21,947.78,992.9,266.83,43159.54,266.19,1760.99,347.25,527.84,119.5,399.19,9943.1,51963.17,1182.33,462.6,1911.87,6448.47,399.33,120.56,7181.29,1255.67,349.18,737.58,226.58,812.41,478.11,684.66
760.68,764.22,609.59,630.22,301.04,909.12,770.96,2734.34,1664.45,3530.86,3427.6,9152.88,268.17,215.09,1007.88,313.28,776.45,325.21,472.95,124.5,1859.79,160.82,506.0,340.9,975.69,977.26,266.66,43338.13,264.79,1736.71,341.39,524.41,120.95,398.61,9948.57,51915.06,1193.94,468.57,1928.75,6423.14,403.55,119.35,7129.82,1251.59,354.62,739.98,227.37,810.18,485.88,683.03
760.56,784.6,619.18,627.17,293.81,916.95,779.5,2685.23,1659.53,3477.68,3465.38,9000.92,271.34,215.78,1002.82,314.49,778.71,328.08,474.29,125.41,1852.14,159.98,508.27,332.71,979.24,974.08,266.63,43713.03,266.46,1757.27,336.78,528.37,121.23,399.83,9909.9,52428.87,1203.72,469.38,1955.36,6452.8,400.61,121.84,7164.19,1244.59,356.44,731.17,225.45,807.09,486.78,666.38
744.26,787.69,629.52,632.6,290.22,901.07,795.7,2667.72,1640.08,3468.86,3495.16,9076.7,270.71,213.86,1008.08,311.92,786.04,330.02,476.51,128.7,1862.82,158.48,509.55,337.1,987.93,960.06,263.33,43972.37,267.64,1753.91,340.13,537.25,118.54,402.2,9835.83,53064.92,1229.02,469.04,1955.69,6458.08,406.76,120.62,7124.56,1250.98,357.88,734.09,225.72,808.4,486.05,663.84
749.12,784.11,637.56,642.91,289.01,897.45,803.27,2639.71,1642.14,3470.2,3480.71,9263.88,272.1,216.23,989.32,313.97,779.97,328.13,475.72,128.9,1841.55,156.61,510.64,342.08,985.07,958.02,262.45,44405.61,267.29,1770.59,338.35,538.53,118.3,410.91,9858.46,52605.25,1250.26,471.13,1929.57,6464.57,404.8,121.21,7166.07,1259.79,358.82,735.35,222.41,792.97,488.86,653.73
735.7,780.56,637.54,644.03,287.58,909.18,793.47,2645.81,1612.44,3476.26,3505.58,9252.28,270.71,219.78,988.0,317.8,773.14,327.64,468.86,129.46,1827.18,156.69,504.05,341.36,991.58,957.79,261.44,44645.7,262.65,1765.53,335.68,538.38,118.43,404.39,9873.85,51982.1,1262.08,473.71,1894.71,6557.85,402.3,121.73,7205.8,1245.63,359.92,734.82,221.24,792.17,484.53,650.52
729.45,780.33,629.9,638.32,286.67,907.74,789.07,2652.33,1580.03,3464.76,3449.71,9098.41,271.38,221.74,993.23,313.36,781.12,329.36,466.65,128.74,1800.09,156.31,503.49,339.18,985.52,943.6,260.87,44658.76,263.11,1753.11,336.96,543.01,118.04,407.13,9849.63,51691.62,1274.06,478.97,1874.59,6606.34,399.35,123.58,7300.44,1234.25,351.48,724.17,222.25,805.22,484.86,650.93
727.72,773.92,639.13,650.72,286.09,900.28,782.24,2617.96,1566.82,3549.11,3544.82,8954.6,266.62,221.56,1002.34,310.17,774.19,326.54,463.49,130.69,1817.43,159.12,496.19,344.62,985.98,936.13,260.27,43865.89,267.24,1751.28,336.17,543.62,116.58,406.77,9881.86,51203.33,1256.74,481.79,1889.06,6551.46,403.84,122.68,7291.15,1236.47,350.19,728.0,222.37,792.14,488.86,654.02
729.62,785.88,639.86,652.78,283.29,885.47,788.54,2586.86,1564.82,3473.07,3560.05,8841.35,268.57,220.24,1003.35,309.78,771.68,329.3,470.14,130.5,1809.51,162.58,494.64,336.81,972.82,945.02,258.44,43794.69,261.23,1759.93,334.66,546.92,116.5,404.92,9887.32,51031.56,1258.77,477.82,1920.64,6574.65,398.75,121.5,7302.15,1228.4,350.3,729.07,218.84,794.08,480.81,658.74
745.6,794.09,643.87,653.7,284.94,897.52,799.21,2564.01,1565.87,3497.9,3538.09,8796.04,269.27,221.52,1020.56,313.87,765.29,328.76,475.29,131.49,1824.17,161.88,499.99,333.53,982.25,944.89,257.5,42952.33,258.56,1762.32,336.84,549.42,114.1,402.46,9952.67,51202.5,1255.77,479.2,1947.97,6487.72,402.22,122.94,7281.29,1250.9,349.18,733.4,218.22,800.42,480.56,666.37
757.51,798.8,647.33,656.26,282.22,899.24,794.46,2606.37,1544.15,3472.15,3583.94,8860.83,266.09,218.58,1027.6,314.62,781.12,331.6,475.16,130.77,1812.43,160.76,494.37,334.48,979.18,933.97,260.89,43100.07,263.06,1775.52,342.39,551.87,114.06,404.75,10107.65,50787.49,1242.53,480.56,1942.21,6491.98,407.25,122.52,7283.8,1245.46,349.19,740.75,218.94,809.37,481.91,666.76
761.19,800.33,647.58,665.34,282.12,901.22,802.48,2600.9,1539.27,3458.94,3552.1,8876.01,265.58,220.1,1040.02,315.55,769.91,333.9,477.63,130.61,1821.64,160.9,493.71,332.28,979.66,955.28,257.25,43619.14,263.85,1807.41,342.33,541.57,112.03,403.6,10113.52,50566.07,1238.24,478.27,1958.21,6539.12,411.18,122.43,7291.7,1233.28,346.02,734.97,218.02,803.82,484.9,665.28
777.78,803.8,657.17,671.08,278.08,914.16,803.99,2643.29,1529.96,3472.66,3558.04,8765.53,262.39,222.36,1037.03,315.21,779.59,331.34,477.7,129.93,1802.57,159.45,492.48,331.56,971.92,963.82,255.64,43448.15,263.99,1810.93,339.32,537.3,112.26,406.65,10108.9,50580.86,1253.22,484.48,1972.42,6527.85,408.38,122.06,7206.8,1238.59,347.27,733.6,218.72,796.67,477.17,670.15
775.7,796.14,652.4,657.25,278.6,922.86,807.19,2632.85,1534.44,3458.62,3538.26,8804.72,258.79,219.8,1037.88,310.09,773.25,331.32,479.84,128.93,1842.06,159.32,494.38,331.02,967.71,946.21,253.8,43811.16,261.75,1807.47,336.2,537.35,112.81,407.77,10096.79,50470.75,1245.34,485.5,1991.29,6520.76,405.56,122.28,7243.65,1232.99,349.1,739.64,220.92,782.99,476.35,674.09
768.66,796.18,649.99,660.39,277.31,926.16,801.64,2642.77,1563.23,3491.95,3579.84,8762.8,262.26,220.16,1021.25,309.91,772.37,332.21,477.03,125.89,1831.27,159.46,497.51,329.54,962.36,953.83,253.83,43360.16,261.74,1790.51,332.13,535.22,113.8,405.98,10119.27,51271.94,1251.36,483.78,1971.21,6539.5,413.17,122.33,7287.05,1233.46,351.62,745.14,222.88,783.59,473.21,674.33
768.64,784.6,660.86,654.2,278.67,925.68,790.96,2654.21,1545.72,3507.6,3627.53,8704.35,265.29,218.86,1031.57,309.07,778.86,333.31,472.25,124.8,1802.37,160.09,502.69,335.54,981.41,951.96,254.22,43079.77,267.23,1806.09,327.82,550.6,114.81,408.37,10194.01,51024.25,1236.29,488.89,1971.94,6508.0,417.78,120.76,7191.64,1247.75,359.44,749.43,227.14,778.41,475.11,668.85
757.17,776.38,667.47,653.6,278.18,922.09,806.42,2664.72,1543.64,3475.25,3673.69,8667.65,267.42,220.29,1036.06,306.37,795.72,332.16,473.52,126.62,1826.77,160.09,501.47,333.67,1001.09,948.32,254.19,43661.1,260.93,1826.13,324.19,558.69,115.63,407.52,10139.94,50692.52,1264.56,490.75,1980.96,6394.11,421.93,120.66,7325.7,1249.97,363.13,759.65,230.65,774.88,477.05,672.09
758.71,772.83,681.9,672.8,280.35,936.66,804.71,2671.35,1550.42,3444.42,3639.27,8696.91,271.16,221.6,1040.33,305.78,789.68,329.18,475.21,127.31,1819.23,159.6,500.73,339.88,985.64,942.41,255.4,43635.07,263.57,1818.72,321.46,568.58,116.41,407.78,10110.27,50905.92,1254.59,493.61,1961.78,6359.35,422.05,122.41,7172.54,1248.9,357.94,755.7,229.07,777.86,480.85,668.4
761.92,782.48,692.35,679.3,278.51,938.36,798.2,2678.07,1558.98,3438.58,3649.4,8772.4,271.35,224.11,1027.26,303.9,785.39,325.15,470.55,129.35,1827.97,160.54,502.19,338.86,985.27,944.51,255.17,43665.85,262.66,1813.48,326.46,567.64,115.37,408.8,10285.88,49877.87,1242.82,495.75,1941.23,6349.93,430.1,122.47,7131.87,1254.54,360.94,764.43,231.41,784.96,490.24,664.65
757.46,785.96,684.88,686.68,277.99,935.44,802.15,2649.25,1539.34,3457.76,3621.53,8756.51,269.8,220.62,1028.71,304.23,785.38,321.36,478.84,129.53,1836.24,159.46,503.14,339.19,969.89,944.05,258.6,43504.81,262.13,1842.85,328.79,569.18,116.69,407.06,10302.15,50127.17,1270.96,492.23,1943.22,6385.47,434.83,122.29,7079.93,1230.12,364.18,768.03,235.32,796.94,488.61,666.23
755.91,797.55,680.01,697.29,277.4,936.46,812.37,2664.5,1527.84,3498.45,3672.24,8725.47,272.46,223.0,1033.19,305.59,793.17,318.25,481.15,127.35,1852.9,160.31,501.63,337.77,978.26,946.13,258.34,44252.76,264.08,1860.61,333.61,570.08,116.18,409.02,10262.82,50586.74,1264.81,490.9,1972.39,6346.64,437.16,122.48,7054.03,1215.55,361.63,762.9,233.47,790.85,481.65,680.07
764.88,795.66,687.23,697.28,275.88,944.79,807.69,2649.12,1514.41,3554.6,3671.9,8707.72,271.59,225.55,1032.18,310.25,792.67,316.21,476.8,128.26,1828.25,158.89,509.38,338.77,977.77,961.84,254.96,44805.14,262.1,1851.32,338.1,571.19,114.17,407.02,10435.32,50614.62,1245.55,490.33,1937.92,6263.77,440.65,121.88,7096.46,1209.74,358.25,754.91,235.48,793.49,482.37,678.56
761.61,812.03,685.95,702.14,280.56,946.77,799.03,2590.82,1525.24,3576.52,3642.24,8682.42,267.62,226.65,1014.64,310.73,778.05,313.61,478.75,130.07,1867.19,158.45,508.28,337.34,968.86,965.81,250.26,44820.65,265.82,1860.58,334.75,568.75,114.56,416.22,10430.58,51256.42,1256.02,491.63,1920.56,6233.85,442.58,122.03,7073.57,1228.74,361.47,762.11,235.94,808.26,483.04,676.65
760.68,816.7,690.91,699.11,277.1,957.3,793.74,2609.06,1528.84,3622.68,3638.65,8723.46,268.64,228.35,1019.89,314.45,773.31,313.87,477.89,130.44,1865.56,157.72,515.31,339.5,970.27,971.71,252.09,44758.55,267.44,1838.77,339.07,573.51,115.24,417.45,10452.08,51105.56,1261.09,483.5,1910.52,6149.97,444.12,123.16,7044.44,1235.35,357.91,755.37,237.68,793.65,492.89,679.4
761.69,812.32,697.28,701.33,281.43,947.56,782.14,2631.76,1559.71,3622.98,3624.9,8643.5,270.55,227.64,1014.81,311.64,762.42,315.65,485.51,129.88,1859.24,157.38,516.88,332.69,975.64,976.63,248.96,44315.43,268.97,1842.1,345.35,576.97,114.16,422.26,10550.65,50939.8,1280.77,485.13,1878.25,6300.9,439.57,124.72,6965.2,1230.97,362.74,759.58,236.73,780.64,493.03,672.81
767.9,794.2,701.97,702.64,276.13,939.3,769.12,2595.69,1560.31,3633.52,3632.66,8507.29,269.32,226.03,1017.08,318.48,761.22,309.84,497.55,129.88,1875.7,156.12,513.09,330.78,983.4,971.62,252.02,44316.44,268.11,1821.6,344.21,572.7,115.46,420.22,10631.1,50654.08,1283.34,484.43,1880.43,6196.29,439.59,125.12,6928.38,1232.68,360.17,756.32,239.87,769.46,488.99,664.66
760.34,798.7,702.06,690.44,279.07,945.98,774.57,2529.47,1567.5,3665.44,3638.8,8427.18,272.4,227.2,1026.65,324.18,755.08,309.55,487.63,130.96,1833.37,154.59,513.54,328.19,987.23,970.73,247.64,44893.56,267.12,1821.15,346.83,565.88,115.13,423.33,10578.34,51557.25,1281.0,489.32,1880.93,6127.63,439.58,127.86,6847.32,1234.62,356.03,752.71,237.56,776.11,489.3,665.94
767.54,801.92,702.77,685.72,274.44,951.29,771.99,2524.68,1568.69,3640.63,3677.56,8422.44,271.27,226.23,1032.39,326.85,750.62,311.91,489.39,132.85,1841.59,153.63,509.85,328.59,981.9,982.26,245.61,45251.89,263.6,1823.28,340.33,566.98,113.85,424.48,10443.27,51664.59,1282.44,489.96,1913.85,6168.5,438.38,127.06,6770.54,1237.71,350.9,749.32,236.12,783.94,497.04,675.82
